grade,category,skill,question
Eighth grade,Exponents and roots,Identify equivalent expressions involving exponents II,
Eighth grade,Exponents and roots,Square roots of perfect squares,What is16?
Eighth grade,Exponents and roots,Estimate positive square roots,Complete the following statement. Use the integers that are closest to the number in the middle.<  7  <
Eighth grade,Exponents and roots,Positive and negative square roots,What is–25?
Eighth grade,Exponents and roots,Estimate positive and negative square roots,
Eighth grade,Exponents and roots,Relationship between squares and square roots,Simplify:(25)2 =
Eighth grade,Exponents and roots,Solve equations using square roots,Solve for a.100 = a2a =  or
Eighth grade,Exponents and roots,Cube roots of positive perfect cubes,What is the cube root of 64?
Eighth grade,Exponents and roots,Cube roots of positive and negative perfect cubes,What is 3125?
Eighth grade,Exponents and roots,Solve equations using cube roots,"Look at this equation:b3=8What is b, the cube root of 8?b="
Eighth grade,Exponents and roots,Estimate cube roots,
Eighth grade,Exponents and roots,Checkpoint: Approximate rational numbers,Complete the following statement. Use the integers that are closest to the number in the middle.<14<
Eighth grade,Exponents and roots,Checkpoint: Integer exponents,"In the following equation, what are possible values for m and n?43=4m4nm=n="
Eighth grade,Exponents and roots,Checkpoint: Square and cube roots,
Eighth grade,Scientific notation,Convert between standard and scientific notation,How do you write 3.2 × 103 in standard form?
Eighth grade,Scientific notation,Compare numbers written in scientific notation,
Eighth grade,Scientific notation,Add and subtract numbers written in scientific notation,
Eighth grade,Scientific notation,Multiply numbers written in scientific notation,
Eighth grade,Scientific notation,Divide numbers written in scientific notation,
Eighth grade,Scientific notation,Checkpoint: Scientific notation,
Eighth grade,"Ratios, rates, and proportions",Understanding ratios,What is the ratio of triangles to total shapes?4
Eighth grade,"Ratios, rates, and proportions",Identify equivalent ratios,
Eighth grade,"Ratios, rates, and proportions",Write an equivalent ratio,Find the number that makes the ratio equivalent to 1:7.4:
Eighth grade,"Ratios, rates, and proportions",Equivalent ratios: word problems,
Eighth grade,"Ratios, rates, and proportions",Unit rates,Find the unit rate.18 stickers on 2 pages = stickers per page
Eighth grade,"Ratios, rates, and proportions",Word problems involving ratios,
Eighth grade,"Ratios, rates, and proportions",Solve proportions: word problems,Lucy jarred 12 liters of jam after 4 days. How many days does Lucy need to spend making jam if she wants to jar 15 liters of jam in all? Assume the relationship is directly proportional.days
Eighth grade,"Ratios, rates, and proportions",Do the ratios form a proportion?,
Eighth grade,"Ratios, rates, and proportions",Do the ratios form a proportion: word problems,
Eighth grade,"Ratios, rates, and proportions",Solve proportions,Solve for w in the proportion.2436 = w6w =
Eighth grade,"Ratios, rates, and proportions",Estimate population size using proportions,"To monitor the buffalo population, scientists put a special mark on 26 buffalo. Later, they flew over the area and kept track of the buffalo they saw. They counted a total of 390 buffalo, 13 of which were marked. To the nearest whole number, what is the best estimate for the buffalo population?"
Eighth grade,"Ratios, rates, and proportions",Scale drawings: word problems,"Kinsley measured the middle school and made a scale drawing. The gym, which is 102 feet long in real life, is 51 inches long in the drawing. What is the scale of the drawing?1 inch : feet"
Eighth grade,"Ratios, rates, and proportions",Scale drawings: scale factor word problems,"Duncan made a scale drawing of a restaurant. The scale he used was 3 millimeters = 1 meter. What is the drawing's scale factor?Simplify your answer and write it as a ratio, using a colon."
Eighth grade,Proportional relationships,Find the constant of proportionality from a table,"Every spring, Janice plants colorful flowers in her garden. This year, she decides to plant petunias. She buys them at the garden store, brings them back home, and starts planting.There is a proportional relationship between the amount of time (in minutes) Janice has been working in her garden, x, and the number of petunias she has planted, y.x (minutes) y (petunias)6 67 717 1718 18What is the constant of proportionality? Write your answer as a whole number or decimal.petunias per minute"
Eighth grade,Proportional relationships,Write equations for proportional relationships from tables,"Every few years, Candice's entire family gets together for a family reunion. This year, Candice's parents are hosting, and they have to cook a lot of food to feed the crowd. Candice has volunteered to do the most tedious job: shelling peas.There is a proportional relationship between the amount of time (in minutes) Candice spends shelling peas, x, and the weight (in pounds) of the peas she has shelled, y.x (minutes) y (pounds)4 18 216 420 5Write an equation for the relationship between x and y.y="
Eighth grade,Proportional relationships,Identify proportional relationships by graphing,
Eighth grade,Proportional relationships,Find the constant of proportionality from a graph,"Todd is participating in a fun run to raise money for the West Side Children's Hospital. The run is held at Todd's high school track. The more laps Todd runs around the track, the more money he raises for the hospital.There is a proportional relationship between the number of laps Todd runs, x, and the amount of money he raises for the hospital (in dollars), y.12345678910123456789100xyLapsDollarsWhat is the constant of proportionality? Write your answer as a whole number or decimal.dollars per lap"
Eighth grade,Proportional relationships,Write equations for proportional relationships from graphs,
Eighth grade,Proportional relationships,Identify proportional relationships from graphs and equations,
Eighth grade,Proportional relationships,Identify proportional relationships from tables,
Eighth grade,Proportional relationships,Graph proportional relationships,
Eighth grade,Proportional relationships,Interpret graphs of proportional relationships,
Eighth grade,Proportional relationships,Write and solve equations for proportional relationships,"Read the description of a proportional relationship.Sean is determining the number of quarters equal to different dollar amounts. There is a proportional relationship between the amount of money in dollars, x, and the number of quarters, y.$3 is equal to 12 quarters. Write the equation for the relationship between x and y.y="
Eighth grade,Percents,"Convert between percents, fractions, and decimals",How do you write 0.64 as a percentage?Write your answer using a percent sign (%).
Eighth grade,Percents,Compare percents to fractions and decimals,
Eighth grade,Percents,Find what percent one number is of another,"$11 is what percent of $22?Write your answer using a percent sign (%). For example, 0.5%, 12.7%, or 56%."
Eighth grade,Percents,Find what percent one number is of another: word problems,Gabby has a new beaded necklace. 5 out of the 25 beads on the necklace are blue. What percentage of beads on Gabby's necklace are blue?Write your answer using a percent sign (%).
Eighth grade,Percents,Estimate percents of numbers,
Eighth grade,Percents,Percents of numbers and money amounts,What is 70% of 80?
Eighth grade,Percents,Percents of numbers: word problems,The city council voted on a new tax. The council has 55 members and 20% of the council members voted in favor of the new tax. How many members voted in favor of the tax?city council members
Eighth grade,Percents,Compare percents of numbers,
Eighth grade,Percents,Solve percent equations,18 is 90% of what number?
Eighth grade,Percents,Percent of change,
Eighth grade,Percents,Percent of change: word problems,"A software company in Ashland used to bill its clients $170 per hour for work done by its consultants. The company recently adjusted its hourly rate, making it 30% less. What is the new hourly billing rate?$"
Eighth grade,Percents,Percent of change: find the original amount word problems,"Lindsey is trying to drink more water, so she has been keeping a log of how much water she drinks. Yesterday, Lindsey drank 36 ounces of water. That is 50% more than she drank two days ago. How much water did Lindsey drink two days ago?ounces"
Eighth grade,Consumer math,Price lists,How much more does a Caribbean vacation package cost than a Hawaiian vacation package?African safari vacation package        $511.00European vacation package        $980.00Caribbean vacation package        $899.00Hawaiian vacation package        $638.00Australian vacation package        $556.00Jamaican vacation package        $622.00$
Eighth grade,Consumer math,Unit prices,A 4-kilogram bag of potting soil costs $4.36. What is the unit price?$ per kilogram
Eighth grade,Consumer math,Unit prices with unit conversions,A 4-pound bag of sugar costs $25.60. What is the price per ounce?$
Eighth grade,Consumer math,Unit prices: find the total price,How much money does Pedro need to buy 7 pairs of skis and 9 racing bikes?racing bike        $753.00set of golf clubs        $324.00surfboard        $561.00pair of skis        $503.00wetsuit        $357.00$
Eighth grade,Consumer math,"Percent of a number: tax, discount, and more",Astorepays$43.50foraladder.Thestoremarksupthepriceby40% .Whatistheamountofthemark-up?$
Eighth grade,Consumer math,"Find the percent: tax, discount, and more","An accountant is determining the amount of sales tax that his client, a shopkeeper, owes. The client reports that model solar systems were sold at a price of $78 and that with sales tax, each one came out to $85.80. What is the sales tax percentage?Write your answer using a percent sign (%)."
Eighth grade,Consumer math,Sale prices: find the original price,25% OFF!Layla wants to buy a mystery game. The sale price is $9. What was the original price?$
Eighth grade,Consumer math,Multi-step problems with percents,"While Charlotte was visiting her sister in Georgetown, she bought a lawn mower that was marked down 20% from an original price of $25. If the sales tax in Georgetown is 10%, what was the total cost of the lawn mower?$"
Eighth grade,Consumer math,Estimate tips,Estimate the amount of the tip by rounding the bill to the nearest dollar before calculating.20% tip on a bill of $56.65The amount of the tip is approximately $.
Eighth grade,Consumer math,Simple interest,"Ruthhas$20inasavingsaccountthatearns10 %annually.Theinterestisnotcompounded.Howmuchinterestwillsheearnin1year?Use the formula i = prt, where i is the interest earned, p is the principal (starting amount), r is the interest rate expressed as a decimal, and t is the time in years.$"
Eighth grade,Consumer math,Compound interest,"Tessa has $20 in a savings account that earns 5% interest, compounded annually.To the nearest cent, how much interest will she earn in 3 years?Use the formula B = p(1 + r)t, where B is the balance (final amount), p is the principal (starting amount), r is the interest rate expressed as a decimal, and t is the time in years.$"
Eighth grade,Units of measurement,Convert rates and measurements: customary units,Convert.33 pounds= ounces
Eighth grade,Units of measurement,Convert rates and measurements: metric units,Convert.537 meters= millimeters
Eighth grade,Units of measurement,Mixed customary units,Convert:19 tsp = tbsp tsp
Eighth grade,Units of measurement,Convert between customary and metric systems,How many miles are there in 2 kilometers?Hint: 1 km ≈ 0.6 miRound your answer to the nearest tenth.
Eighth grade,Units of measurement,Precision,
Eighth grade,Units of measurement,Convert between Celsius and Fahrenheit,"Convert the temperature from degrees Fahrenheit to degrees Celsius, using the formula below.C = 59 × (F – 32)149°F = °C"
Eighth grade,Problem solving,Multi-step word problems,"Tucker is painting his pool deck over the weekend. The area of the deck is 7612square meters. He paints23of the deck before stopping to eat lunch. How many square meters does Tucker have left to paint after lunch?Write your answer as a whole number, fraction, or mixed number. Simplify any fractions.square meters"
Eighth grade,Problem solving,Guess-and-check word problems,Shelby went on a quiz show. The questions in the first round were worth 8 points. The questions in the second round were worth 5 points. Shelby answered a total of 8 questions and earned 55 points. How many questions did she answer in each round?first-round questionssecond-round questions
Eighth grade,Problem solving,Use Venn diagrams to solve problems,6 of the students in Austin's class like lizards and 8 like crocodiles. 5 students like both lizards and crocodiles. How many students like lizards but not crocodiles?Hint: Copy and complete the Venn diagram below to help you solve the problem.I like lizardsI like crocodilesstudents
Eighth grade,Problem solving,Elapsed time word problems,"Rhianna and her friends decided to have a water fight on a hot summer day. They filled a bunch of water balloons and started the fight at 2:00 P.M. The water balloons lasted for 1 hour and 15 minutes. When all the water balloons were gone, they sprayed water with hoses for 15 minutes, until Rhianna's dad showed up with ice cream. What time was it when the water fight ended?Include A.M. or P.M. in your answer (for example, 11:58 A.M.)."
Eighth grade,Coordinate plane,Coordinate plane review,
Eighth grade,Coordinate plane,Quadrants and axes,
Eighth grade,Coordinate plane,Follow directions on a coordinate plane,"You start at (2, 6). You move down 3 units. Where do you end?yx12345678910123456789100(, )"
Eighth grade,Coordinate plane,Find the distance between two points,"Find the distance between the points (–10,4) and (–5,–8).Hint: Use the Pythagorean theorem.–10–8–6–4–2246810–10–8–6–4–22468100xy(–10,4)(–5,–8)Round decimals to the nearest tenth.units"
Eighth grade,Two-dimensional figures,Identify and classify polygons,
Eighth grade,Two-dimensional figures,Classify triangles,
Eighth grade,Two-dimensional figures,Identify trapezoids,Is this polygon a trapezoid?yesno
Eighth grade,Two-dimensional figures,Classify quadrilaterals I,
Eighth grade,Two-dimensional figures,Classify quadrilaterals II,Is a parallelogram always a rhombus?yesno
Eighth grade,Two-dimensional figures,Graph triangles and quadrilaterals,
Eighth grade,Two-dimensional figures,Find missing angles in triangles,What is the measure of the missing angle?34°63°?°
Eighth grade,Two-dimensional figures,Find missing angles in triangles using ratios,A triangle has an angle that measures 95°. The other two angles are in a ratio of 2:15. What are the measures of those two angles?° and °
Eighth grade,Two-dimensional figures,Triangle Angle-Sum Theorem,
Eighth grade,Two-dimensional figures,Find missing angles in quadrilaterals I,What is the measure of the missing angle?61°?130°90°°
Eighth grade,Two-dimensional figures,Find missing angles in quadrilaterals II,"One angle of a parallelogram measures 100°. What are the measures of the other three angles in the parallelogram?°, °, and °"
Eighth grade,Two-dimensional figures,Exterior Angle Theorem,
Eighth grade,Two-dimensional figures,Interior angles of polygons,What is the sum of the angle measures in this shape?°
Eighth grade,Two-dimensional figures,"Identify complementary, supplementary, vertical, adjacent, and congruent angles",
Eighth grade,Two-dimensional figures,"Find measures of complementary, supplementary, vertical, and adjacent angles",What is the value of h?27°45°h°
Eighth grade,Two-dimensional figures,Identify alternate interior and alternate exterior angles,
Eighth grade,Two-dimensional figures,Transversals of parallel lines: name angle pairs,
Eighth grade,Two-dimensional figures,Transversals of parallel lines: find angle measures,"Look at this diagram:LMNOPQRSIf MO and PR are parallel lines and mRQS = 50°, what is mPQN?°"
Eighth grade,Two-dimensional figures,Find lengths and measures of bisected line segments and angles,"After bisecting a line segment, Tyrone has two new line segments, each with a measure of 15 inches. What was the measure of the original line segment?15 in15 ininches"
Eighth grade,Two-dimensional figures,Parts of a circle,
Eighth grade,Two-dimensional figures,Checkpoint: Triangles and transversals,△TUV and △PQR are similar triangles.What is the value of y?y=
Eighth grade,Transformations and congruence,Line symmetry,Is the dotted line a line of symmetry?yesno
Eighth grade,Transformations and congruence,Rotational symmetry,Does this picture have rotational symmetry?yesno
Eighth grade,Transformations and congruence,Rotational symmetry: amount of rotation,
Eighth grade,Transformations and congruence,"Identify reflections, rotations, and translations",
Eighth grade,Transformations and congruence,Describe a sequence of transformations,
Eighth grade,Transformations and congruence,Translations: graph the image,
Eighth grade,Transformations and congruence,Translations: find the coordinates,"The point B(-2, -5) is translated 4 units left. What are the coordinates of the resulting point, B′?yx-66-660BB′ = (, )"
Eighth grade,Transformations and congruence,Translations: write the rule,"△B'C'D' is a translation of △BCD. Write the translation rule.–10–8–6–4–2246810–10–8–6–4–22468100xyBCDB'C'D'(x,y)↦x+,y+"
Eighth grade,Transformations and congruence,Reflections over the x- and y-axes: graph the image,
Eighth grade,Transformations and congruence,Reflections over the x- and y-axes: find the coordinates,"The point E(2, 3) is reflected over the y-axis. What are the coordinates of the resulting point, E′?yx-66-660EE′ = (, )"
Eighth grade,Transformations and congruence,Reflections: graph the image,
Eighth grade,Transformations and congruence,Reflections: find the coordinates,"The point P(5, 1) is reflected over the x-axis. What are the coordinates of the resulting point, P′?yx-66-660PP′ = (, )"
Eighth grade,Transformations and congruence,Rotations: graph the image,
Eighth grade,Transformations and congruence,Rotations: find the coordinates,"The point B(-5, 1) is rotated 180° counterclockwise around the origin. What are the coordinates of the resulting point, B′?yx-66-660BB′ = (, )"
Eighth grade,Transformations and congruence,Compositions of congruence transformations: graph the image,
Eighth grade,Transformations and congruence,Congruence statements and corresponding parts,
Eighth grade,Transformations and congruence,Side lengths and angle measures of congruent figures,NOPXYW50 km78°78 km63°71 km39°NOP ≅ WXY. What is XY? kilometers
Eighth grade,Transformations and congruence,"Congruent triangles: SSS, SAS, and ASA",
Eighth grade,Transformations and congruence,Checkpoint: Congruence transformations,
Eighth grade,Transformations and similarity,Similar and congruent figures,
Eighth grade,Transformations and similarity,Dilations: graph the image,
Eighth grade,Transformations and similarity,Dilations: find the coordinates,"Write the coordinates of the vertices after a dilation with a scale factor of 4, centered at the origin.yx-1010-10100LMNL(0, -1) → L′(, )M(2, -1) → M′(, )N(-2, 1) → N′(, )"
Eighth grade,Transformations and similarity,Dilations: scale factor and classification,
Eighth grade,Transformations and similarity,Identify similar triangles,
Eighth grade,Transformations and similarity,Side lengths and angle measures of similar triangles,"If these two shapes are similar, what is the measure of the missing length s?2 cms1 cm6 cms = centimeters"
Eighth grade,Transformations and similarity,Side lengths and angle measures of similar figures,"If these two figures are similar, what is the measure of the missing angle?75°105°75°105°?°"
Eighth grade,Transformations and similarity,Find missing side lengths in proportional triangles,
Eighth grade,Transformations and similarity,Checkpoint: Similarity transformations,"Miguel dilates a triangle by a scale factor of 5. Then, he reflects it across a horizontal line.Complete the sentences about the original triangle and its image after both transformations.The original triangle and its image are . The perimeter of the image is  times the perimeter of the original triangle. The area of the image is  times the area of the original triangle."
Eighth grade,Transformations and similarity,Checkpoint: Transformations on the coordinate plane,
Eighth grade,Pythagorean theorem,Pythagorean theorem: find the length of the hypotenuse,8 km15 kmcWhat is the length of the hypotenuse?c = kilometers
Eighth grade,Pythagorean theorem,Pythagorean theorem: find the missing leg length,a4 km5 kmWhat is the length of the missing leg?a = kilometers
Eighth grade,Pythagorean theorem,Pythagorean theorem: find the missing leg or hypotenuse length,a56 cm70 cmWhat is the length of the missing leg?a = centimeters
Eighth grade,Pythagorean theorem,Pythagorean theorem: find the perimeter,a15 cm17 cmWhat is the perimeter?centimeters
Eighth grade,Pythagorean theorem,Pythagorean theorem: word problems,The floor of a storage unit is 5 feet long and 12 feet wide. What is the distance between two opposite corners of the floor?feet
Eighth grade,Pythagorean theorem,Converse of the Pythagorean theorem: is it a right triangle?,
Eighth grade,Pythagorean theorem,Checkpoint: Pythagorean theorem and its converse,Use this diagram to explain what the Pythagorean theorem means.Complete this statement.The area of the  square is equal to the sum of the areas of the two  squares. 
Eighth grade,Pythagorean theorem,Checkpoint: Applications of the Pythagorean theorem,
Eighth grade,Three-dimensional figures,Parts of three-dimensional figures,
Eighth grade,Three-dimensional figures,Nets of three-dimensional figures,
Eighth grade,Three-dimensional figures,"Front, side, and top view",
Eighth grade,Three-dimensional figures,Base plans,
Eighth grade,Three-dimensional figures,Similar solids,The figures below are similar. What is y?2 iny4 in6 iny = inches
Eighth grade,Geometric measurement,Perimeter,
Eighth grade,Geometric measurement,Area,What is the area of this square?9 mmsquare millimeters
Eighth grade,Geometric measurement,Area and perimeter: word problems,A rectangular garage is 10 meters long and 6 meters wide. What is its area?square meters
Eighth grade,Geometric measurement,Area between two shapes,
Eighth grade,Geometric measurement,Area and circumference of circles,
Eighth grade,Geometric measurement,Circles: word problems,"During a senate campaign, a volunteer passed out a ""Vote for Dixon"" button. The campaign button has a radius of 2 inches. What is the button's area?Use 3.14 for 𝜋.square inches"
Eighth grade,Geometric measurement,Area and perimeter of semicircles and quarter circles,
Eighth grade,Geometric measurement,"Volume of cubes, prisms, and pyramids",What is the volume?3 cm3 cm3 cmcubic centimeters
Eighth grade,Geometric measurement,"Surface area of cubes, prisms, and pyramids",What is the surface area?5 cm5 cm5 cmsquare centimeters
Eighth grade,Geometric measurement,Volume of cylinders,A cylinder has a height of 15 feet and a radius of 6 feet. What is its volume? Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.cubic feet
Eighth grade,Geometric measurement,Volume of cones,A cone has a height of 8 centimeters and a radius of 7 centimeters. What is its volume?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.cubic centimeters
Eighth grade,Geometric measurement,Surface area of cylinders,What is the surface area of this cylinder?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.10 yd6 ydsquare yards
Eighth grade,Geometric measurement,Surface area of cones,What is the surface area of this cone?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.7 in2 insquare inches
Eighth grade,Geometric measurement,Volume of spheres,What is the volume of this sphere?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.1 mmcubic millimeters
Eighth grade,Geometric measurement,Surface area of spheres,What is the surface area of this sphere?Use 𝜋 ≈ 3.14 and round your answer to the nearest hundredth.8 insquare inches
Eighth grade,Geometric measurement,Volume and surface area of similar solids,"The figures below are similar.3 cm9 cmS1 = ? S2 = 1,089 cm2What is the surface area of the smaller rectangular prism?S1 = square centimeters"
Eighth grade,Geometric measurement,Perimeter and area: changes in scale,
Eighth grade,Geometric measurement,Checkpoint: Volume,A cone has a volume of 100𝜋 cubic inches and a height of 12 inches. What is its radius?inches
Eighth grade,Number sequences,Identify arithmetic and geometric sequences,
Eighth grade,Number sequences,Arithmetic sequences,"Type the missing numbers in this sequence:20,    ,    ,    32,    36,    40"
Eighth grade,Number sequences,Geometric sequences,"Type the missing number in this sequence:1,    6,    36,    216,    1,296,    "
Eighth grade,Number sequences,Number sequences: mixed review,"What is the missing number in this pattern?1, 1, , 3, 5, 8, 13, 21, 34, 55"
Eighth grade,Number sequences,Number sequences: word problems,"Sweet Time Bakery just opened and is increasing the number of items they bake. For example, the bakery made 1 carrot cake in September, 2 carrot cakes in October, 4 carrot cakes in November, 8 carrot cakes in December, and 16 carrot cakes in January. If this pattern continues, how many carrot cakes will the bakery make in February?carrot cakes"
Eighth grade,Number sequences,Evaluate variable expressions for number sequences,"Find the first five terms of the sequence defined below, where n represents the position of a term in the sequence. Start with n = 1.7n, , , ,"
Eighth grade,Number sequences,Write variable expressions for arithmetic sequences,"Write an expression to describe the sequence below. Use n to represent the position of a term in the sequence, where n = 1 for the first term.–82, –164, –246, –328, ..."
Eighth grade,Expressions and properties,Write variable expressions: one operation,Write an expression for the operation described below.subtract 10 from t⋅
Eighth grade,Expressions and properties,Write variable expressions: two or three operations,"Write an expression for the sequence of operations described below.divide v by 2, then multiply 7 by the resultDo not simplify any part of the expression.⋅( )"
Eighth grade,Expressions and properties,Write variable expressions from diagrams,Write an expression that represents the length of the green line. Combine like terms.  p8Expression:
Eighth grade,Expressions and properties,Write variable expressions: word problems,
Eighth grade,Expressions and properties,Evaluate one-variable expressions,Evaluate the expression for k = 3.3k =
Eighth grade,Expressions and properties,Evaluate multi-variable expressions,Evaluate the expression for x = 4 and y = 5.x + y =
Eighth grade,Expressions and properties,Evaluate absolute value expressions,Evaluate the expression for h = –5.|4 − h| =
Eighth grade,Expressions and properties,Evaluate radical expressions,"If s = 4, what is 4s?"
Eighth grade,Expressions and properties,Evaluate rational expressions,Evaluate the expression for b = 1. Simplify your answer.13b = 
Eighth grade,Expressions and properties,Identify terms and coefficients,How many terms are in this expression?4c+7
Eighth grade,Expressions and properties,Sort factors of variable expressions,Sort the expressions.x58Factors of 511Factors of 8x
Eighth grade,Expressions and properties,Properties of addition and multiplication,
Eighth grade,Expressions and properties,Multiply using the distributive property,Simplify the expression:6(1 + 3v) =
Eighth grade,Expressions and properties,Write equivalent expressions using properties,"Complete the expressions.Write each answer as a number, a variable, or the product of a number and a variable.4v9=4vCommutative property of multiplication=Multiply"
Eighth grade,Expressions and properties,Add and subtract like terms,Simplify the expression:5f–5f+8f
Eighth grade,Expressions and properties,Add and subtract linear expressions,Simplify the expression:8j+2+4
Eighth grade,Expressions and properties,Factors of linear expressions,
Eighth grade,Expressions and properties,Identify equivalent linear expressions I,Which expression is equivalent to 7(4t)?4t+728tt+11t+28
Eighth grade,Expressions and properties,Identify equivalent linear expressions II,
Eighth grade,Expressions and properties,Identify equivalent linear expressions: word problems,
Eighth grade,One-variable equations,Which x satisfies an equation?,
Eighth grade,One-variable equations,Write an equation from words,Write the sentence as an equation.242 equals the quotient of 114 and fType a slash ( / ) if you want to use a division sign.
Eighth grade,One-variable equations,Model and solve equations using algebra tiles,
Eighth grade,One-variable equations,Write and solve equations that represent diagrams,Write an equation that says that the length of the green line is equal to the length of the black line. Combine like terms.452r3rEquation:
Eighth grade,One-variable equations,Properties of equality,
Eighth grade,One-variable equations,Identify equivalent equations,
Eighth grade,One-variable equations,Solve one-step equations,Solve for p.3p = 3p =
Eighth grade,One-variable equations,Solve two-step equations,Solve for g.2g − 3 = 1g =
Eighth grade,One-variable equations,Solve multi-step equations,Solve for w.7 − w = 2w =
Eighth grade,One-variable equations,Solve multi-step equations with decimal coefficients,Solve for u.u + 2.33 =  2.4u =
Eighth grade,One-variable equations,Solve equations involving like terms,Solve for p.4p − 2p = 18p =
Eighth grade,One-variable equations,Solve equations with variables on both sides,Solve for f.–10f = –9 − 9ff =
Eighth grade,One-variable equations,Solve equations: mixed review,Solve for s.s − 1 = 1s =
