grade,category,skill,question
Sixth grade,Add and subtract decimals,Maps with decimal distances,"Using the paths shown, how long is the shortest route from Rockport to Greenville?12.5 mi6.7 mi7.4 mi11.1 mi12.9 miRockportLakesideOakdaleLakewoodGreenvillemi"
Sixth grade,Multiply and divide decimals,Estimate products of decimal numbers,"Estimate the product. Round each factor to the nearest whole number, and then multiply.2.57 × 3.65The product is approximately ."
Sixth grade,Multiply and divide decimals,Multiply decimals,Multiply:2.3×  8.5
Sixth grade,Multiply and divide decimals,Inequalities with decimal multiplication,
Sixth grade,Multiply and divide decimals,Divide decimals by whole numbers,"Divide. Give the exact answer, written as a decimal.396.6"
Sixth grade,Multiply and divide decimals,Divide decimals by whole numbers: word problems,Deb drove 95.72 miles. Deb's car used 2 gallons of gas. How many miles per gallon did Deb's car get?miles per gallon
Sixth grade,Multiply and divide decimals,Multiply and divide decimals by powers of ten,Multiply:10×  1.7
Sixth grade,Multiply and divide decimals,Division with decimal quotients,"Divide. Give the exact answer, written as a decimal.489 ÷ 0.8 ="
Sixth grade,Multiply and divide decimals,Inequalities with decimal division,
Sixth grade,Multiply and divide decimals,Multiply and divide decimals: word problems,"Robert is a dairy farmer. His favorite cow, Annabelle, produces 7 gallons of milk per day. One gallon of milk weighs 8.6 pounds. How many pounds of milk does Annabelle produce each day?pounds"
Sixth grade,Fractions and mixed numbers,Fractions on number lines,Graph13on the number line.01
Sixth grade,Fractions and mixed numbers,Understanding fractions: word problems,There is a beautiful painting on the wall in the natural history museum of Frontier Town. The painting is made up of 3 equal panels. Each panel shows a different native plant or animal. The painting shows animals on 1 panel.What fraction of the painting shows animals?
Sixth grade,Fractions and mixed numbers,Equivalent fractions review,Type the missing number that makes these fractions equal:810=5
Sixth grade,Fractions and mixed numbers,Write fractions in lowest terms,Write46in lowest terms:
Sixth grade,Fractions and mixed numbers,Least common denominator,Whatistheleastcommondenominatorof512and34?
Sixth grade,Fractions and mixed numbers,Compare fractions with like and unlike denominators,
Sixth grade,Fractions and mixed numbers,Compare fractions: word problems,
Sixth grade,Fractions and mixed numbers,Convert between improper fractions and mixed numbers,Write 537 as a mixed number.
Sixth grade,Fractions and mixed numbers,Convert fractions to decimals,Write 310 as a decimal number.
Sixth grade,Fractions and mixed numbers,Convert decimals to fractions,Write 0.97 as a fraction.
Sixth grade,Fractions and mixed numbers,Convert between decimals and fractions,Write 33100 as a decimal number.
Sixth grade,Fractions and mixed numbers,Convert between decimals and mixed numbers,Write 9 310 as a decimal number.
Sixth grade,Fractions and mixed numbers,Put a mix of decimals and fractions in order,Put these numbers in order from least to greatest.350.8 0.2
Sixth grade,Fractions and mixed numbers,"Put a mix of decimals, fractions, and mixed numbers in order",Put these numbers in order from least to greatest.9459349.2
Sixth grade,Fractions and mixed numbers,Understand fractions as division: word problems,"Cole baked 3 apple pies for Thanksgiving dinner. There were 16 people over at the house, including Cole. Each person ate the same amount of apple pie, and all of the pie was eaten.How much pie did each person eat?Write your answer as a proper fraction or mixed number.of a pie"
Sixth grade,Add and subtract fractions,Add and subtract fractions with like denominators,Add.711  +  211  =  
Sixth grade,Add and subtract fractions,Add and subtract fractions with like denominators: word problems,Alana kept track of the trick-or-treaters who came to her door and found that 1/4 were dressed as ghosts and 1/4 were dressed as witches. What fraction of the trick-or-treaters were dressed as either ghosts or witches?Write your answer as a fraction or as a whole or mixed number. of the trick-or-treaters
Sixth grade,Add and subtract fractions,Add and subtract fractions with unlike denominators,Add.12+212=Use the model to help you.12+112112
Sixth grade,Add and subtract fractions,Add and subtract fractions with unlike denominators: word problems,Sally ran 3/8 of a mile on Saturday and 1/4 of a mile on Sunday. How many miles did Sally run in all?Write your answer as a fraction or as a whole or mixed number. miles
Sixth grade,Add and subtract fractions,Inequalities with addition and subtraction of like and unlike fractions,
Sixth grade,Add and subtract fractions,Add and subtract mixed numbers,Add. Write your answer as a fraction or as a whole or mixed number.8 111 + 4 611 = 
Sixth grade,Add and subtract fractions,Add and subtract mixed numbers: word problems,"Baldwin has a green extension cord that is 3 3/5 feet long and a red extension cord that is 10 4/5 feet long. If Baldwin plugs one extension cord into the other, how far will the cords reach?Write your answer as a fraction or as a whole or mixed number. feet"
Sixth grade,Add and subtract fractions,Estimate sums and differences of mixed numbers,"Estimate the sum. Round each number to the nearest whole number, then add.3 18  +  6 14The sum is approximately ."
Sixth grade,Add and subtract fractions,Maps with fractional distances,"From Greenville, how much farther is it to Ashland than to Greenwood?712 mi1012 mi512 miHillsboroAshlandGreenvilleGreenwoodWrite your answer as a fraction or as a whole or mixed number.mi"
Sixth grade,Multiply fractions,Fractions of whole numbers I,Multiply. Write your answer as a fraction or as a whole or mixed number.45 ×  10  = 
Sixth grade,Multiply fractions,Fractions of whole numbers II,Multiply. Write your answer as a fraction or as a whole or mixed number.35 ×  2  = 
Sixth grade,Multiply fractions,Fractions of a number: word problems,
Sixth grade,Multiply fractions,Estimate products of fractions and whole numbers,
Sixth grade,Multiply fractions,Multiply two fractions using models,Use the model to find the product.1413=
Sixth grade,Multiply fractions,Multiply two fractions,Multiply.19 × 13 = 
Sixth grade,Multiply fractions,Multiply fractions: word problems,"At the Butler Aquarium, 4/5 of the animals are mammals. Of the mammals, 1/2 are dolphins. What fraction of the animals at the Butler Aquarium are dolphins?Write your answer as a fraction or as a whole or mixed number.of the animals"
Sixth grade,Multiply fractions,Scaling whole numbers by fractions: justify your answer,"Look at the inequality.4<4⋅53Why is this inequality true? Drag and drop the tiles to complete the explanation.is less than 1is greater than 1smallerlargerSince 53 , multiplying by 53 makes the value ."
Sixth grade,Multiply fractions,Scaling by fractions and mixed numbers,
Sixth grade,Multiply fractions,Multiply three or more fractions and whole numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.14 × 12 × 12 = 
Sixth grade,Multiply fractions,Estimate products of mixed numbers,"Estimate the product. Round the first factor to the nearest whole number, round the second factor to the nearest hundred, and then multiply.8 16  ×  700 14The product is approximately ."
Sixth grade,Multiply fractions,Multiply mixed numbers and whole numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.5  × 3 12 = 
Sixth grade,Multiply fractions,Multiply mixed numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.1 25 × 5 12 = 
Sixth grade,Multiply fractions,Multiply mixed numbers: word problems,"On Friday, Caleb sold 2 1/2 pitchers of lemonade from his lemonade stand. On Saturday, he sold 1/5 as much lemonade as on Friday. How many pitchers of lemonade did Caleb sell on Saturday?Write your answer as a fraction or as a whole or mixed number.pitchers"
Sixth grade,Multiply fractions,"Multiply three or more mixed numbers, fractions, and/or whole numbers",Multiply. Write your answer as a fraction or as a whole or mixed number.12 × 2 12 ×  2  = 
Sixth grade,Divide fractions,Divide whole numbers by unit fractions using models,Divide. Use the models to help you.115151515151 ÷ 15 = 
Sixth grade,Divide fractions,Reciprocals,What is the reciprocal of 10?
Sixth grade,Divide fractions,Divide whole numbers and unit fractions,Divide.18÷4=
Sixth grade,Divide fractions,Divide fractions by whole numbers in recipes,What quantity of pineapple chunks would you need to make a third of the original recipe?Pineapple punchINGREDIENTS:212cups pineapple juice538cups pineapple soda14cup pineapple chunks214cups grapefruit juice234cups lemon-lime sodaWrite your answer as a fraction or as a whole or mixed number.cups
Sixth grade,Divide fractions,Divide fractions,Divide.14÷23=
Sixth grade,Divide fractions,Estimate quotients when dividing mixed numbers,"Estimate. Which sign makes the statement true?1,088 ÷ 878   215><"
Sixth grade,Divide fractions,Divide fractions and mixed numbers,Divide.13 ÷ 1 13 = 
Sixth grade,Divide fractions,Divide fractions and mixed numbers: word problems,Logan grew tomatoes this summer and used them to make 1/3 of a gallon of tomato sauce. He split it into 3 equal portions to freeze for using later. How many gallons was each portion?Write your answer as a fraction or as a whole or mixed number.gallons
Sixth grade,Integers,Understanding integers,
Sixth grade,Integers,Integers on number lines,Type the missing number.–2–10123
Sixth grade,Integers,Graph integers on horizontal and vertical number lines,Graph 0 on the number line.4210–1–2–45–53–3
Sixth grade,Integers,Understanding opposite integers,Graph -1 on the number line.–5–4–3–2–1012345What number is the opposite of -1?
Sixth grade,Integers,Understanding absolute value,This number line shows a point at 7.012345678910What is its distance from 0?unitsWhat is the absolute value of 7?
Sixth grade,Integers,Absolute value,What is the absolute value of –1?
Sixth grade,Integers,Compare integers,
Sixth grade,Integers,Put integers in order,"Put 0,–3, and 2 in order from least to greatest. You can use the number line to help.–10–8–6–4–202468100–3 2"
Sixth grade,Integers,Integer inequalities with absolute values,
Sixth grade,Integers,Absolute value and integers: word problems,
Sixth grade,Operations with integers,Add integers using counters,
Sixth grade,Operations with integers,Add integers using number lines,
Sixth grade,Operations with integers,Add integers,Add:–2 + 4 =
Sixth grade,Operations with integers,Subtract integers using counters,
Sixth grade,Operations with integers,Subtract integers using number lines,
Sixth grade,Operations with integers,Subtract integers,Subtract:–5 − 5 =
Sixth grade,Operations with integers,Add and subtract integers: find the sign,
Sixth grade,Operations with integers,Add and subtract integers: word problems,
Sixth grade,Operations with integers,Add and subtract integers: input/output tables,
Sixth grade,Operations with integers,Add three or more integers,Add:4 + –5 + –6 =
Sixth grade,Operations with integers,Multiply integers: find the sign,
Sixth grade,Operations with integers,Multiply integers,Multiply:–5 × 6 =
Sixth grade,Operations with integers,Divide integers: find the sign,
Sixth grade,Operations with integers,Divide integers,Divide:–13
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two whole numbers","Multiply.8 , 7 6 2 , 2 7 5× 6"
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two whole numbers: word problems","Greenville Hospital treated 7,867 patients last year who were children, out of a total of 9,071 patients. How many of the hospital's patients last year were adults?patients"
Sixth grade,Mixed operations,Evaluate numerical expressions involving whole numbers,Evaluate the expression.5+4÷4
Sixth grade,Mixed operations,Identify mistakes involving the order of operations,
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two decimals",Multiply:0.3× 9
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two decimals: word problems","Aisha wants to make a dog bed for her new puppy. She buys 2.5 yards of fabric. If the fabric costs $4.90 per yard, how much does Aisha pay?$"
Sixth grade,Mixed operations,Evaluate numerical expressions involving decimals,Evaluate the expression.0.1×2+0.8Write your answer as an integer or a decimal. Do not round.
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two fractions",Multiply.110 × 110 = 
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two fractions: word problems",Jonathan's dog eats 7/10 of a can of food each day. Jonathan currently has 2 4/5 cans of dog food. How many days will the current supply of dog food last?Write your answer as a fraction or as a whole or mixed number.days
Sixth grade,Mixed operations,Evaluate numerical expressions involving fractions,Evaluate the expression.45×34÷12Write your answer as a fraction or as a whole or mixed number.
Sixth grade,Mixed operations,"Add, subtract, multiply, or divide two integers",Add:–8 + 2 =
Sixth grade,Mixed operations,Evaluate numerical expressions involving integers,Evaluate the expression.3–4÷2
Sixth grade,Rational numbers,Rational numbers on number lines,Graph–35on the number line.–101
Sixth grade,Rational numbers,Rational numbers: equal or not equal,
Sixth grade,Rational numbers,Compare and order rational numbers using number lines,
Sixth grade,Rational numbers,Compare rational numbers,
Sixth grade,Rational numbers,Put rational numbers in order,Put these numbers in order from greatest to least.–0.5 0.8–3110
Sixth grade,Rational numbers,Compare and order rational numbers: word problems,
Sixth grade,Rational numbers,Opposites of rational numbers,What is the opposite of 2.75? Write your answer as a decimal.
Sixth grade,Rational numbers,Absolute value of rational numbers,
Sixth grade,Rational numbers,Add and subtract rational numbers,Add.–2.1  + –6710 = 
Sixth grade,Rational numbers,Multiply and divide rational numbers,Multiply.45 × –14 = 
Sixth grade,Rational numbers,Rational numbers: find the sign,
Sixth grade,Problem solving and estimation,Estimate to solve word problems,
Sixth grade,Problem solving and estimation,Multi-step word problems,"Michelle walked 3 blocks from her house to the bus stop. She rode the bus 5 blocks to the library. Later, she came home the same way. How many blocks did Michelle travel in all?blocks"
Sixth grade,Problem solving and estimation,Multi-step word problems: identify reasonable answers,
Sixth grade,Problem solving and estimation,Word problems with extra or missing information,
Sixth grade,Problem solving and estimation,Guess-and-check word problems,"A builder has some red and grey bricks. The red bricks weigh 10 kilograms each, and the grey bricks weigh 6 kilograms each. If the total weight of all 4 bricks is 32 kilograms, how many of each type of brick does Bernard have?red bricksgrey bricks"
Sixth grade,Problem solving and estimation,Distance/direction to starting point,
Sixth grade,Problem solving and estimation,Use logical reasoning to find the order,
Sixth grade,Ratios and rates,Write a ratio,What is the ratio of stars to hexagons?8:
Sixth grade,Ratios and rates,Write a ratio using a fraction,What is the ratio of squares to hexagons?3
Sixth grade,Ratios and rates,Write a ratio: word problems,
Sixth grade,Ratios and rates,Which model represents the ratio?,
Sixth grade,Ratios and rates,Identify equivalent ratios,
Sixth grade,Ratios and rates,Write an equivalent ratio,Find the number that makes the ratio equivalent to 1:2.4:
Sixth grade,Ratios and rates,Ratio tables,Complete the ratio table.5 410 81520 1625 20
Sixth grade,Ratios and rates,Equivalent ratios: word problems,
Sixth grade,Ratios and rates,Unit rates,Find the unit rate.15 orders in 3 days = orders per day
Sixth grade,Ratios and rates,Equivalent rates,Type the missing number to complete the proportion.8 orders in 1 day = 16 orders in days
Sixth grade,Ratios and rates,Ratios and rates: complete a table and make a graph,
Sixth grade,Ratios and rates,Use tape diagrams to solve ratio word problems,
Sixth grade,Ratios and rates,Compare ratios: word problems,
Sixth grade,Ratios and rates,Compare rates: word problems,
Sixth grade,Ratios and rates,Ratios and rates: word problems,"Britney just got a new video game for her birthday. Yesterday, she played for 27 minutes and beat 3 levels. Today, her parents said she can play for 45 minutes.If she beats levels at the same rate, how many levels should Britney beat today?levels"
Sixth grade,Ratios and rates,Do the ratios form a proportion?,
Sixth grade,Ratios and rates,Solve the proportion,Solve the proportion.c8=71c=
Sixth grade,Ratios and rates,Identify proportional relationships from graphs,
Sixth grade,Ratios and rates,Identify proportional relationships from tables,
Sixth grade,Ratios and rates,Identify proportional relationships by graphing,"Molly's favorite book is about Johnny Appleseed, the American pioneer who planted apple trees all across the country. Inspired by the story, Molly plants an apple seed in her backyard and tends the seed as it slowly grows into a tree. When Molly's apple tree is 7 years old, it is 7 feet tall. When her tree is 9 years old, it is 9 feet tall.In this relationship, x represents the age of Molly's apple tree (in years), and y represents the height of the tree (in feet).Graph two points for this relationship and the line passing through them.12345678910123456789100xyYearsFeetAccording to the graph, do x and y have a proportional relationship?yesno"
Sixth grade,Ratios and rates,Interpret graphs of proportional relationships,
Sixth grade,Ratios and rates,Scale drawings: word problems,"Nolan drew a scale drawing of an apartment. The scale of the drawing was 1 inch : 4 feet. If a rug by the door is 2 inches in the drawing, how long is the actual rug?feet"
Sixth grade,Percents,What percentage is illustrated?,What percentage of the shape is orange?Write your answer using a percent sign (%).
Sixth grade,Percents,Understanding percents: strip models,
Sixth grade,Percents,Convert fractions to percents using grid models,Shade510of the grid.Click and drag to shade.What percent is equivalent to510?%
Sixth grade,Percents,"Convert between percents, fractions, and decimals",How do you write 90% as a decimal?
Sixth grade,Percents,"Convert between percents, fractions, and decimals: word problems",Wendy bought a watermelon that weighed 0.95 kilograms.Write 0.95 kilograms as a fraction in simplest form.of a kilogramWrite 0.95 kilograms as a percent.% of a kilogram
Sixth grade,Percents,Compare percents to each other and to fractions,
Sixth grade,Percents,Compare percents and fractions: word problems,
Sixth grade,Percents,Solve percent problems using grid models,Read the problem.20% of the 120 cars at the Crazy Carz dealership are red.Shade the grid to show the percent of cars at the dealership that are red.How many red cars are at the dealership? You can use your model to help.cars
Sixth grade,Percents,Solve percent problems using strip models,
Sixth grade,Percents,Percents of numbers and money amounts,Complete the following statement.80%  of $10 = $
Sixth grade,Percents,Percents of numbers: word problems,"During second period, Celine completed a grammar worksheet. Of the 10 questions, Celine got 60% right. How many questions did Celine get right?questions"
Sixth grade,Percents,Percents of numbers - with fractional and decimal percents,What is 6834% of 48?
Sixth grade,Percents,Find what percent one number is of another,% of 12 = 9
Sixth grade,Percents,Find what percent one number is of another: word problems,"This morning, Ernesto took a history test. He got 12 out of 16 problems right. What percentage did Ernesto get right?Write your answer using a percent sign (%)."
Sixth grade,Percents,Find the total given a part and a percent,100% of = 65
Sixth grade,Percents,Solve percent problems,What is 20% of 100?
Sixth grade,Percents,Solve percent word problems,"To celebrate the first day of school, Sasha brought in a tray of caramel brownies and walnut brownies. The tray had a total of 85 brownies, of which 80% were caramel. How many caramel brownies did Sasha bring?caramel brownies"
Sixth grade,Units of measurement,Estimate customary measurements,
Sixth grade,Units of measurement,Estimate metric measurements,
Sixth grade,Units of measurement,Convert and compare customary units,
Sixth grade,Units of measurement,"Convert, compare, add, and subtract mixed customary units",Convert:5 pt 1 c = c
Sixth grade,Units of measurement,Multiply and divide mixed customary units,Multiply:19 yards 1 foot times 2= yards feet
Sixth grade,Units of measurement,Customary unit conversions involving fractions and mixed numbers,Convert. Simplify your answer and write it as a proper fraction or as a whole or mixed number.inches  = 12 of a foot
Sixth grade,Units of measurement,Convert and compare metric units,
Sixth grade,Units of measurement,Convert between customary and metric systems,8 kilometers is the same as how many miles?Hint: 1 km ≈ 0.6 miRound your answer to the nearest tenth.
Sixth grade,Units of measurement,Compare temperatures above and below zero,
Sixth grade,Units of measurement,Convert between Celsius and Fahrenheit,"Convert the temperature from degrees Fahrenheit to degrees Celsius, using the formula below.C = 59 × (F – 32)212°F = °C"
Sixth grade,Money,Find the number of each type of coin,
Sixth grade,Money,Add and subtract money amounts,Add.$ 3 5 0+ $ 1 5 4$
Sixth grade,Money,Add and subtract money amounts: word problems,"Mrs. Cunningham decided to buy dress shirts for her two sons. She bought her older son a blue shirt for $9.17, and she bought her younger son a white shirt for $9.27. How much did she spend in all?$"
Sixth grade,Money,Multiply money by whole numbers and decimals,"Multiply. If necessary, round your answer to the nearest cent.$0.73×  0.2$"
Sixth grade,Money,Multiply money: word problems,How much does it cost to buy 9 cookie sheets that cost $1.82 apiece?$
Sixth grade,Money,Divide money amounts,Divide.$390.2 =  $
Sixth grade,Money,Divide money amounts: word problems,"Marcy works as a janitor. If Marcy worked for 10 hours and earned $100, how much did she earn per hour?$"
Sixth grade,Consumer math,Which is the better coupon?,Rhianna would like to buy a coffee table with an original price of $82. Which coupon should she use?50%OFF$40OFFone purchase of $75 or more
Sixth grade,Consumer math,Unit prices,A 4-pound bag of cat food costs $9.36. What is the unit price?$ per pound
Sixth grade,Consumer math,Unit prices with fractions and decimals,"IfVickybuys3.1kilogramsof44-mmwashers,howmuchwillshespend?44-mm washers        $3/kilogram50-mm washers        $4/kilogram24-mm washers        $4/kilogram66-mm washers        $4/kilogram$"
Sixth grade,Consumer math,Unit prices with customary unit conversions,A 3-gallon bottle of bleach costs $16.44. What is the price per quart?$
Sixth grade,Consumer math,Sale prices,75% OFF!Samir wants to buy a history book. The original price is $8. How much will Samir pay if he buys it during the sale?$
Sixth grade,Consumer math,Sale prices: find the original price,"75% OFF!Shane buys a leaf blower during the sale. If Shane pays $18, what was the original price?$"
Sixth grade,Consumer math,"Percents - calculate tax, tip, mark-up, and more","Kiarabuysahammockonlinefor$79.Ifshippingandhandlingareanadditional20%oftheprice,howmuchshippingandhandlingwillKiarapay?$"
Sixth grade,Consumer math,Simple interest,"Devinhas$20inasavingsaccountthatearns5 %annually.Theinterestisnotcompounded.Howmuchinterestwillheearnin1year?Use the formula i = prt, where i is the interest earned, p is the principal (starting amount), r is the interest rate expressed as a decimal, and t is the time in years.$"
Sixth grade,Time,Elapsed time,Find the elapsed time.Start: 11:45 A.M.End: 12:00 P.M.minutes
Sixth grade,Time,Time units,How many days are in a leap year?days
Sixth grade,Time,Find start and end times,"Joseph played a video game with three levels. It took him 1 hour and 30 minutes to beat the first level and 1 hour to beat the second level. Joseph played the final level for 1 hour and 30 minutes to finish the game. He beat the final level and stopped playing at 6:30 P.M. What time did Joseph start playing the game?Include A.M. or P.M. in your answer (for example, 11:58 A.M.)."
Sixth grade,Coordinate plane,Objects on a coordinate plane,
Sixth grade,Coordinate plane,Graph points on a coordinate plane,
Sixth grade,Coordinate plane,Quadrants,
Sixth grade,Coordinate plane,Coordinate planes as maps,"Where is the art supply store?12345678123456780 art gallery art supply store hardware store office supply store restaurant dry cleaners party supply store(, )"
Sixth grade,Coordinate plane,Distance between two points,"Find the distance between the points (3,7) and (9,7).2468102468100xy(3,7)(9,7)units"
Sixth grade,Coordinate plane,Follow directions on a coordinate plane,"You start at (10, 10). You move left 4 units. Where do you end?yx12345678910123456789100(, )"
Sixth grade,Coordinate plane,Area and perimeter of squares and rectangles on the coordinate plane,
Sixth grade,Expressions and properties,Write variable expressions: one operation,Write an expression for the operation described below.a minus 9⋅
Sixth grade,Expressions and properties,Write variable expressions: two operations,"Write an expression for the sequence of operations described below.subtract f from g, then add 3 to the resultDo not simplify any part of the expression.⋅( )"
Sixth grade,Expressions and properties,Write variable expressions: word problems,
Sixth grade,Expressions and properties,Evaluate variable expressions with whole numbers,Find the value of the expressionn ÷ 10for n = 20.
Sixth grade,Expressions and properties,Evaluate multi-variable expressions,Find the value of the expression16 ÷ m ÷ kfor k = 2 and m = 2.
Sixth grade,Expressions and properties,"Evaluate variable expressions with decimals, fractions, and mixed numbers",Find the value of the expressiond + 2.5for d = 6.4.
Sixth grade,Expressions and properties,Evaluate variable expressions: word problems,The cost of c cupcakes at Billie's Bakery is 2c dollars. Elijah bought 18 cupcakes for his birthday party.How much did Elijah pay for the cupcakes?$
Sixth grade,Expressions and properties,Identify terms and coefficients,How many terms are in this expression?10u+v
Sixth grade,Expressions and properties,Sort factors of variable expressions,Sort the expressions.710(v+1)v+13Factors of 10(v+1)Factors of 7(v+13)
Sixth grade,Expressions and properties,Identify equivalent expressions using strip models,
Sixth grade,Expressions and properties,Properties of addition,
Sixth grade,Expressions and properties,Properties of multiplication,
Sixth grade,Expressions and properties,Multiply using the distributive property,Simplify the expression:(4j + 3)(2) =
Sixth grade,Expressions and properties,Factor using the distributive property,Factor 45a+27.Write your answer as a product with a whole number greater than 1.( )
Sixth grade,Expressions and properties,Solve for a variable using properties of multiplication,Type the missing number.Hint: Use properties of multiplication.80 · 35 = 35 ·
Sixth grade,Expressions and properties,Write equivalent expressions using properties,"Complete the expressions.Write each answer as a number, a variable, or the product of a number and a variable.9+2d+6=2d++6Commutative property of addition=2d+Add"
Sixth grade,Expressions and properties,Add and subtract like terms,"Combine any like terms in the expression. If there are no like terms, rewrite the expression.4x+x–x"
Sixth grade,Expressions and properties,Identify equivalent expressions I,
Sixth grade,Expressions and properties,Identify equivalent expressions II,
Sixth grade,One-variable equations,Does x satisfy an equation?,
Sixth grade,One-variable equations,Which x satisfies an equation?,
Sixth grade,One-variable equations,Write an equation from words,Write the sentence as an equation.197 fewer than n is 58
Sixth grade,One-variable equations,Identify expressions and equations,
Sixth grade,One-variable equations,Model and solve equations using algebra tiles,
Sixth grade,One-variable equations,Write and solve equations that represent diagrams,Write an equation that says that the length of the green line is equal to the length of the black line.23u13Equation:
