grade,category,skill,question
Fifth grade,Add and subtract fractions,Add and subtract fractions with unlike denominators: word problems,Edward jogged 1/12 of a lap in P.E. class and 1/2 of a lap during track practice. How many laps did Edward jog in all?Write your answer as a fraction or as a whole or mixed number. laps
Fifth grade,Add and subtract fractions,Add 3 or more fractions with unlike denominators,Add.45  +  710  +  45  =  
Fifth grade,Add and subtract fractions,Add 3 or more fractions: word problems,"For a service project, Laura and her classmates collected toiletries in large bags. They had 9/11 of a bag of toothpaste, 8/11 of a bag of toothbrushes, and 6/11 of a bag of soap. In total, how many bags of toiletries did Laura and her classmates collect?bags"
Fifth grade,Add and subtract fractions,Compare sums and differences of unit fractions,
Fifth grade,Add and subtract fractions,Complete addition and subtraction sentences with fractions,Fill in the missing number.7 + 116 = 12
Fifth grade,Add and subtract fractions,Inequalities with addition and subtraction of fractions,
Fifth grade,Add and subtract fractions,Estimate sums and differences of mixed numbers,"Estimate the difference. Round each number to the nearest whole number, then subtract.9 35  –  7 45The difference is approximately ."
Fifth grade,Add and subtract fractions,Add mixed numbers with unlike denominators,Add. Write your answer as a fraction or as a whole or mixed number.8 512 + 5 14 = 
Fifth grade,Add and subtract fractions,Subtract mixed numbers with unlike denominators,Subtract. Write your answer as a fraction or as a whole or mixed number.18 12 − 9 18 = 
Fifth grade,Add and subtract fractions,Add and subtract mixed numbers: word problems,"Today Valentina is carrying her history textbook and her lunch in her backpack. If the history textbook weighs 3 3/10 pounds and her lunch weighs 1 3/10 pounds, how much weight is in Valentina's backpack?Write your answer as a fraction or as a whole or mixed number. pounds"
Fifth grade,Add and subtract fractions,Add and subtract fractions in recipes,"If you mix the strawberries and blueberries together, how many cups will there be in all?Fruit saladINGREDIENTS:313cups melon12cup grapes34cup strawberries12cup blueberries1 cup pineappleWrite your answer as a fraction or as a whole or mixed number.cups"
Fifth grade,Add and subtract fractions,Complete addition and subtraction sentences with mixed numbers,Solve for u.4 14 –  u  = 3 12Write your answer as a fraction or as a whole or mixed number.u =
Fifth grade,Add and subtract fractions,Inequalities with addition and subtraction of mixed numbers,
Fifth grade,Multiply fractions,Multiply unit fractions by whole numbers using number lines,
Fifth grade,Multiply fractions,Multiply unit fractions by whole numbers using models,
Fifth grade,Multiply fractions,Multiples of unit fractions: find the missing numbers,Complete the multiplication sentence.412=×112
Fifth grade,Multiply fractions,Multiply unit fractions and whole numbers: sorting,"Is each product less than 1, equal to 1, or greater than 1?Place each product into the correct box.4×123×1312×5less than 1equal to 1greater than 1"
Fifth grade,Multiply fractions,Multiply fractions by whole numbers using arrays,"This model shows 16 circles divided into 4 equal groups. Each group is14of 16.Use this model to find34of 16. Complete the sentences.14of 16 is .34is the same as groups of size14.So,34of 16 is ."
Fifth grade,Multiply fractions,Multiply fractions by whole numbers using number lines,The model shows the product of110and a whole number.01102103104105106107108109101010Complete the multiplication sentence that matches the model.110×=1010
Fifth grade,Multiply fractions,Multiplying fractions by whole numbers: choose the model,
Fifth grade,Multiply fractions,Multiply fractions by whole numbers using models: complete the equation,This model shows the product 3×211.How many111parts are shaded? Complete the equation.3×211=×111Find the product.3×211=
Fifth grade,Multiply fractions,Multiples of fractions: find the missing numbers,Complete the multiplication sentence.4×29=×19
Fifth grade,Multiply fractions,Multiply fractions and whole numbers: sorting,"Is each product less than 1, equal to 1, or greater than 1?Place each product into the correct box.1×2414×13×12less than 1equal to 1greater than 1"
Fifth grade,Multiply fractions,Multiply fractions by whole numbers I,Multiply. Write your answer as a fraction or as a whole or mixed number.13 ×  3  = 
Fifth grade,Multiply fractions,Multiply fractions by whole numbers II,Multiply. Write your answer as a fraction or as a whole or mixed number.16 ×  7  = 
Fifth grade,Multiply fractions,Multiply fractions by whole numbers: word problems,The cattle at the Sullivan Farm are fed 2 bales of hay each day. The horses are fed 7/10 as much hay as the cattle. How many bales of hay are the horses fed each day?Write your answer as a fraction or as a whole or mixed number.bales of hay
Fifth grade,Multiply fractions,Multiply fractions by whole numbers: input/output tables,Complete the table. Write each answer as a fraction or as a whole or mixed number.Rule: multiply by 13In Out036 218
Fifth grade,Multiply fractions,Fractions of a number,What number is 15 of 10?
Fifth grade,Multiply fractions,Fractions of a number: word problems,"Of the 20 trucks at the local dealership, seven-tenths are red. How many red trucks does the dealership have?red trucks"
Fifth grade,Multiply fractions,Multiply two unit fractions using models,Use the model to find the product.12×15=10
Fifth grade,Multiply fractions,Multiply two fractions using models: fill in the missing factor,Use the model to complete the multiplication sentence.3×12=26
Fifth grade,Multiply fractions,Multiply two fractions using models,Use the model to find the product.15×23=
Fifth grade,Multiply fractions,Multiply two fractions,Multiply.18 × 12 = 
Fifth grade,Multiply fractions,Multiply two fractions: word problems,"At Keith's Restaurant, 3/5 of the dishes on the menu are vegetarian. Of the vegetarian dishes, 4/5 are pasta dishes. What fraction of the dishes on the menu are vegetarian pasta dishes?Write your answer as a fraction or as a whole or mixed number.of the dishes"
Fifth grade,Multiply fractions,Scaling whole numbers by fractions: justify your answer,"Look at the inequality.6<6×74Why is this inequality true? Drag and drop the tiles to complete the explanation.is less than 1is greater than 1smallerlargerSince 74 , multiplying by 74 makes the value ."
Fifth grade,Multiply fractions,Scaling whole numbers by fractions,
Fifth grade,Multiply fractions,Scaling fractions by fractions,
Fifth grade,Multiply fractions,Scaling mixed numbers by fractions,
Fifth grade,Multiply fractions,Multiply three or more fractions and whole numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.12 × 12 × 25 = 
Fifth grade,Multiply fractions,Complete the fraction multiplication sentence,Fill in the missing number.13 × 1 = 16
Fifth grade,Multiply fractions,Complete the fraction multiplication sentence: with common factors,Fill in the missing number.12 × 2 = 13
Fifth grade,Multiply fractions,Understand fraction multiplication and area,
Fifth grade,Multiply fractions,Multiply fractions to find area,
Fifth grade,Multiply fractions,Estimate products of mixed numbers,"Estimate the product. Round the mixed number to the nearest whole number, then multiply.1 16  ×   8The product is approximately ."
Fifth grade,Multiply fractions,Multiply a mixed number by a whole number using a model I,Find the area of the rectangle.Write your answer as a whole or mixed number.square units
Fifth grade,Multiply fractions,Multiply a mixed number by a whole number using a model II,You can find the area of this rectangle using the expression 3×312.Which expression shows another way to find the area of the rectangle?3+3×123×3+3×12What is the area of the rectangle?Write your answer as a whole or mixed number.square units
Fifth grade,Multiply fractions,Multiply with mixed numbers using area models,"Use the model to find14×613.First, find the area of each rectangle.61314Then, find the total area.14×613="
Fifth grade,Multiply fractions,Multiply a mixed number by a whole number,Multiply. Write your answer as a fraction or as a whole or mixed number.2  × 3 14 = 
Fifth grade,Multiply fractions,Multiply a mixed number by a fraction,Multiply. Write your answer as a fraction or as a whole or mixed number.1 34 × 14 = 
Fifth grade,Multiply fractions,Multiply two mixed numbers,Multiply. Write your answer as a fraction or as a whole or mixed number.1 13 × 4 12 = 
Fifth grade,Multiply fractions,"Multiply three or more mixed numbers, fractions, and/or whole numbers",Multiply. Write your answer as a fraction or as a whole or mixed number.13 ×  2  × 1 13 = 
Fifth grade,Multiply fractions,Multiplication with mixed numbers: word problems,Larry's lemon cookie recipe calls for 4 cups of sugar. How much sugar would Larry use to make 3 2/5 batches of cookies?Write your answer as a fraction or as a whole or mixed number.cups
Fifth grade,Multiply fractions,Multiply fractions and mixed numbers in recipes,What quantity of salt would you need to make a double recipe?Orange-ginger cookiesINGREDIENTS:23cup sugar58cup flour14cup butter2 teaspoons fresh ginger112teaspoons orange peel23teaspoon salt12teaspoon baking soda1 eggWrite your answer as a fraction or as a whole or mixed number.teaspoons
Fifth grade,Divide fractions,Divide unit fractions by whole numbers using models,Complete the sentence. Use the fraction strips to help.11211011011011011012÷5= because ×5=12.
Fifth grade,Divide fractions,Divide unit fractions by whole numbers,Divide.14÷2=
Fifth grade,Divide fractions,Divide whole numbers by unit fractions using models,Divide. Use the models to help you.11616161616161 ÷ 16 = 
Fifth grade,Divide fractions,Divide whole numbers by unit fractions,Divide.1÷13=
Fifth grade,Divide fractions,Divide unit fractions and whole numbers using area models,Complete the division sentence to match the model.13÷6=
Fifth grade,Divide fractions,Divide whole numbers and unit fractions,Divide.13÷4=
Fifth grade,Divide fractions,Divide unit fractions and whole numbers: word problems,"Mr. Soto's class is having a party! To help get ready, Valeria is putting salsa into bowls. She has12of a gallon of salsa and 4 bowls. How many gallons of salsa does Valeria put into each bowl?Write your answer as a fraction or a whole number."
Fifth grade,Divide fractions,Divide fractions by whole numbers,Divide.12÷5=
Fifth grade,Divide fractions,Divide whole numbers by fractions,Divide.2÷25=
Fifth grade,Divide fractions,Divide two fractions,Divide.19÷12=
Fifth grade,Divide fractions,Divide fractions and mixed numbers,Divide.56 ÷ 1 23 = 
Fifth grade,Divide fractions,Divide fractions and mixed numbers: word problems,Kamal picked 1/2 of a pound of berries. He divided them evenly between 2 containers. How many pounds of berries did Kamal put in each container?Write your answer as a fraction or as a whole or mixed number.pounds
Fifth grade,Mixed operations,"Add, subtract, multiply, and divide whole numbers",Divide:6618
Fifth grade,Mixed operations,"Add, subtract, multiply, and divide whole numbers: word problems","Ann's Donut Shop needs to pack 42 donuts in boxes. If each box holds 6 donuts, how many boxes does the shop need?boxes"
Fifth grade,Mixed operations,Write numerical expressions: one operation,Write an expression for the operation described below.add 9 and 3Type x if you want to use a multiplication sign. Type / if you want to use a division sign. Do not simplify the expression.
Fifth grade,Mixed operations,Write numerical expressions: two operations,"Write an expression for the sequence of operations described below.subtract 4 from 5, then add 3 to the resultType x if you want to use a multiplication sign. Type / if you want to use a division sign. Do not simplify any part of the expression."
Fifth grade,Mixed operations,Evaluate numerical expressions,Evaluate the expression.4÷1+4
Fifth grade,Mixed operations,Evaluate numerical expressions with parentheses,Evaluate the expression.2+(3÷3)
Fifth grade,Mixed operations,Evaluate numerical expressions with parentheses and brackets,Evaluate the expression.5×[4÷(4×1)]
Fifth grade,Mixed operations,Identify mistakes involving the order of operations,
Fifth grade,Mixed operations,Evaluate numerical expressions with parentheses in different places,
Fifth grade,Mixed operations,Missing operators,
Fifth grade,Mixed operations,"Add, subtract, multiply, and divide decimals",Add.4 . 9 2+ 3 . 4 5
Fifth grade,Mixed operations,"Add, subtract, multiply, and divide decimals: word problems",A wall made of 3 concrete blocks weighed 16.8 kilograms. How much did each block weigh?kilograms
